Gene,Rv0022c,Rv0023,Rv0042c,Rv0043c,Rv0047c,Rv0054,Rv0067c,Rv0078,Rv0081,Rv0117,Rv0135c,Rv0158,Rv0195,Rv0212c,Rv0232,Rv0238,Rv0273c,Rv0275c,Rv0302,Rv0324,Rv0330c,Rv0339c,Rv0348,Rv0353,Rv0445c,Rv0465c,Rv0472c,Rv0474,Rv0494,Rv0576,Rv0602c,Rv0623,Rv0653c,Rv0674,Rv0678,Rv0681,Rv0691c,Rv0735,Rv0757,Rv0767c,Rv0818,Rv0827c,Rv0880,Rv0891c,Rv0894,Rv0967,Rv0981,Rv1019,Rv1033c,Rv1049,Rv1167c,Rv1176c,Rv1186c,Rv1189,Rv1219c,Rv1255c,Rv1287,Rv1332,Rv1353c,Rv1359,Rv1379,Rv1395,Rv1404,Rv1423,Rv1460,Rv1473A,Rv1556,Rv1657,Rv1674c,Rv1675c,Rv1719,Rv1773c,Rv1776c,Rv1816,Rv1828,Rv1846c,Rv1956,Rv1985c,Rv1990c,Rv1994c,Rv2009,Rv2011c,Rv2017,Rv2021c,Rv2034,Rv2069,Rv2250c,Rv2282c,Rv2324,Rv2359,Rv2374c,Rv2488c,Rv2506,Rv2595,Rv2610c,Rv2640c,Rv2642,Rv2745c,Rv2760c,Rv2779c,Rv2788,Rv2827c,Rv2887,Rv2912c,Rv2989,Rv3050c,Rv3058c,Rv3066,Rv3082c,Rv3095,Rv3124,Rv3133c,Rv3160c,Rv3164c,Rv3167c,Rv3173c,Rv3183,Rv3219,Rv3223c,Rv3246c,Rv3249c,Rv3260c,Rv3286c,Rv3291c,Rv3405c,Rv3414c,Rv3416,Rv3417c,Rv3488,Rv3557c,Rv3574,Rv3597c,Rv3676,Rv3681c,Rv3736,Rv3744,Rv3765c,Rv3830c,Rv3833,Rv3849,Rv3855,Rv3862c,Rv3911
Rv2277c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2282c,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2283,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2284,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2285,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2286c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2288,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,
Rv2289,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,
Rv2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2292c,,Operon,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,Operon,Operon,,,,,,Operon,,,,,
Rv2293c,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,Direct,Direct,,,,,,Direct,,,,,
Rv2294,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2296,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,
Rv2297,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,
Rv2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2299c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,
Rv2300c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2302,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2303c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2304c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2306A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2306B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2307A,,,,,Direct,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,
Rv2307B,,,,,,,,,Direct,,,Direct,,,,,,,,,,,,,,Direct,,,,Direct,Direct,,,,Direct,,,,Direct,,,,,,,,,,Direct,,Direct,,,Direct,,,,Direct,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,Direct,,,,,,,,,,,,,,,,,Direct,,,,,,,,,Direct,Direct,,,,,,,,,,,,,,,,,,Direct,Direct,,Direct,,,Direct,,,,Direct,,
Rv2307c,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2307D,,,,,,,,,Direct,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,
Rv2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2309A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2309c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2312,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2313c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2314c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2315c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2319c,,Operon,,,Operon,,,,Operon,,,,,,,,,,,Operon,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,Operon,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,Operon,,,Operon,,,,,,,,
Rv2320c,,Operon,,,Operon,,,,Operon,,,,,,,,,,,Operon,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,Direct,,,,Operon,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,Operon,,,Operon,,,,,,,,
Rv2321c,,Operon,,,Operon,,,,Operon,,,,,,,,,,,Operon,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,Operon,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,Operon,,,Operon,,,,,,,,
Rv2322c,,Operon,,,Operon,,,,Operon,,,,,,,,,,,Operon,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,Operon,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,Operon,,,Operon,,,,,,,,
Rv2323c,,Direct,,,Direct,,,,Direct,,,,,,,,,,,Direct,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,Direct,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,Direct,,,Direct,,,,,,,,
Rv2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,
Rv2325c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2326c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,
Rv2329c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,
Rv2330c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,Direct,,Direct,,,,,,,,,,Direct,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,
Rv2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,Direct,,Direct,,,,,,,,,,Direct,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,Direct,,,,,,,,,
Rv2331A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,Direct,,Direct,,,,,,,,,,Direct,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,Direct,,,,,,,,,
Rv2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,Operon,,Operon,,,,,,,,,,Operon,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,Operon,,,,,,,,,
Rv2333c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,
Rv2336,,,,,Direct,,,,,,,,,,,,,,,Direct,,,,,,Direct,,,,Direct,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,Direct,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,
Rv2337c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2338c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2339,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2340c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2343c,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,
Rv2344c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2346c,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,Direct,,,,,,,,,,,,
Rv2347c,,,,,Direct,,,,Direct,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,Direct,,,Direct,,Direct,,,,,,,,,,,,,,,,Direct,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,
Rv2348c,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,
Rv2349c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,
Rv2350c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2351c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rv2352c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,Direct,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,
